@RELATION unknow
@ATTRIBUTE at1 REAL
@ATTRIBUTE at2 REAL
@ATTRIBUTE at3 REAL
@ATTRIBUTE at4 REAL
@ATTRIBUTE at5 REAL
@ATTRIBUTE at6 REAL
@ATTRIBUTE at7 REAL
@ATTRIBUTE at8 REAL
@ATTRIBUTE at9 REAL
@ATTRIBUTE at10 REAL
@ATTRIBUTE at11 REAL
@ATTRIBUTE at12 REAL
@ATTRIBUTE at13 REAL
@ATTRIBUTE at14 REAL
@ATTRIBUTE at15 REAL
@ATTRIBUTE at16 REAL
@ATTRIBUTE class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@DATA
27.0, 100.0, 8.0, 70.0, 0.0, 40.0, 14.0, 9.0, 65.0, 0.0, 100.0, 22.0, 62.0, 42.0, 14.0, 33.0, 6
73.0, 92.0, 0.0, 100.0, 23.0, 63.0, 77.0, 31.0, 50.0, 0.0, 7.0, 30.0, 52.0, 66.0, 100.0, 98.0, 8
81.0, 100.0, 39.0, 77.0, 17.0, 42.0, 22.0, 5.0, 78.0, 0.0, 100.0, 31.0, 45.0, 46.0, 0.0, 27.0, 6
0.0, 49.0, 40.0, 66.0, 74.0, 87.0, 100.0, 100.0, 90.0, 75.0, 78.0, 50.0, 65.0, 24.0, 65.0, 0.0, 1
79.0, 89.0, 57.0, 100.0, 65.0, 89.0, 100.0, 91.0, 83.0, 62.0, 59.0, 36.0, 32.0, 13.0, 0.0, 0.0, 9
100.0, 85.0, 48.0, 67.0, 0.0, 74.0, 32.0, 100.0, 77.0, 92.0, 80.0, 61.0, 77.0, 30.0, 75.0, 0.0, 9
0.0, 95.0, 46.0, 100.0, 87.0, 84.0, 78.0, 44.0, 63.0, 6.0, 42.0, 0.0, 41.0, 37.0, 100.0, 44.0, 7
0.0, 100.0, 55.0, 100.0, 100.0, 89.0, 72.0, 57.0, 46.0, 25.0, 33.0, 0.0, 10.0, 32.0, 69.0, 32.0, 7
0.0, 91.0, 0.0, 100.0, 57.0, 99.0, 100.0, 99.0, 64.0, 78.0, 45.0, 53.0, 37.0, 26.0, 44.0, 0.0, 7
0.0, 84.0, 48.0, 100.0, 83.0, 77.0, 80.0, 38.0, 75.0, 0.0, 37.0, 12.0, 46.0, 34.0, 100.0, 44.0, 7
0.0, 76.0, 22.0, 100.0, 64.0, 91.0, 54.0, 58.0, 24.0, 32.0, 2.0, 6.0, 51.0, 2.0, 100.0, 0.0, 2
68.0, 89.0, 20.0, 86.0, 0.0, 49.0, 22.0, 11.0, 70.0, 0.0, 100.0, 32.0, 94.0, 73.0, 57.0, 100.0, 0
77.0, 99.0, 43.0, 77.0, 34.0, 36.0, 0.0, 0.0, 23.0, 34.0, 66.0, 68.0, 100.0, 100.0, 39.0, 78.0, 8
0.0, 88.0, 41.0, 100.0, 91.0, 91.0, 73.0, 46.0, 50.0, 1.0, 32.0, 0.0, 45.0, 27.0, 100.0, 37.0, 7
24.0, 90.0, 76.0, 71.0, 65.0, 100.0, 30.0, 72.0, 93.0, 72.0, 100.0, 33.0, 61.0, 0.0, 0.0, 18.0, 9
34.0, 93.0, 92.0, 100.0, 53.0, 92.0, 0.0, 73.0, 49.0, 61.0, 100.0, 40.0, 86.0, 10.0, 26.0, 0.0, 5
0.0, 82.0, 38.0, 100.0, 67.0, 79.0, 59.0, 39.0, 41.0, 0.0, 34.0, 16.0, 58.0, 40.0, 100.0, 51.0, 7
87.0, 87.0, 44.0, 100.0, 24.0, 74.0, 70.0, 67.0, 100.0, 57.0, 89.0, 12.0, 46.0, 0.0, 0.0, 11.0, 9
100.0, 100.0, 64.0, 87.0, 36.0, 66.0, 14.0, 44.0, 0.0, 20.0, 23.0, 0.0, 57.0, 10.0, 24.0, 20.0, 6
7.0, 89.0, 44.0, 100.0, 100.0, 80.0, 69.0, 40.0, 47.0, 0.0, 91.0, 15.0, 85.0, 35.0, 0.0, 35.0, 7
0.0, 70.0, 19.0, 100.0, 43.0, 77.0, 36.0, 44.0, 13.0, 15.0, 11.0, 15.0, 57.0, 14.0, 100.0, 0.0, 2
9.0, 45.0, 30.0, 10.0, 65.0, 0.0, 95.0, 30.0, 100.0, 72.0, 72.0, 100.0, 32.0, 88.0, 0.0, 61.0, 0
0.0, 71.0, 34.0, 80.0, 88.0, 100.0, 100.0, 93.0, 78.0, 69.0, 66.0, 46.0, 53.0, 23.0, 41.0, 0.0, 1
19.0, 100.0, 0.0, 73.0, 18.0, 53.0, 100.0, 63.0, 100.0, 78.0, 62.0, 53.0, 25.0, 27.0, 0.0, 0.0, 4
0.0, 49.0, 16.0, 59.0, 52.0, 80.0, 90.0, 100.0, 100.0, 84.0, 82.0, 56.0, 64.0, 28.0, 50.0, 0.0, 1
30.0, 97.0, 81.0, 98.0, 43.0, 100.0, 14.0, 65.0, 58.0, 57.0, 100.0, 27.0, 48.0, 0.0, 0.0, 17.0, 5
0.0, 100.0, 27.0, 100.0, 64.0, 99.0, 100.0, 96.0, 78.0, 73.0, 50.0, 47.0, 33.0, 13.0, 36.0, 0.0, 7
4.0, 79.0, 65.0, 100.0, 67.0, 86.0, 67.0, 58.0, 67.0, 29.0, 23.0, 5.0, 0.0, 0.0, 100.0, 5.0, 1
45.0, 36.0, 76.0, 67.0, 100.0, 100.0, 96.0, 74.0, 92.0, 39.0, 86.0, 9.0, 0.0, 0.0, 92.0, 0.0, 1
72.0, 100.0, 25.0, 79.0, 0.0, 37.0, 26.0, 0.0, 79.0, 19.0, 100.0, 62.0, 67.0, 97.0, 22.0, 73.0, 0
0.0, 41.0, 25.0, 63.0, 60.0, 81.0, 95.0, 100.0, 100.0, 83.0, 88.0, 55.0, 76.0, 27.0, 67.0, 0.0, 1
9.0, 97.0, 0.0, 48.0, 22.0, 1.0, 75.0, 0.0, 100.0, 46.0, 87.0, 97.0, 39.0, 100.0, 5.0, 58.0, 0
31.0, 87.0, 0.0, 59.0, 9.0, 13.0, 51.0, 0.0, 91.0, 25.0, 100.0, 68.0, 64.0, 100.0, 21.0, 94.0, 0
50.0, 100.0, 31.0, 75.0, 0.0, 50.0, 40.0, 40.0, 94.0, 49.0, 100.0, 47.0, 62.0, 25.0, 33.0, 0.0, 4
36.0, 95.0, 10.0, 59.0, 19.0, 10.0, 66.0, 0.0, 100.0, 37.0, 97.0, 85.0, 48.0, 100.0, 0.0, 81.0, 0
33.0, 77.0, 0.0, 60.0, 75.0, 69.0, 78.0, 26.0, 12.0, 0.0, 15.0, 46.0, 23.0, 93.0, 100.0, 100.0, 5
30.0, 96.0, 0.0, 66.0, 11.0, 8.0, 66.0, 0.0, 100.0, 47.0, 79.0, 100.0, 28.0, 81.0, 31.0, 30.0, 0
69.0, 80.0, 93.0, 100.0, 93.0, 77.0, 63.0, 55.0, 100.0, 42.0, 79.0, 20.0, 41.0, 7.0, 0.0, 0.0, 3
0.0, 76.0, 28.0, 100.0, 48.0, 75.0, 34.0, 43.0, 11.0, 13.0, 16.0, 0.0, 57.0, 3.0, 100.0, 3.0, 2
37.0, 55.0, 100.0, 72.0, 94.0, 100.0, 52.0, 75.0, 57.0, 37.0, 57.0, 0.0, 0.0, 2.0, 9.0, 36.0, 8
49.0, 100.0, 26.0, 83.0, 0.0, 39.0, 63.0, 43.0, 100.0, 54.0, 74.0, 95.0, 62.0, 47.0, 57.0, 0.0, 4
73.0, 94.0, 26.0, 99.0, 0.0, 57.0, 16.0, 7.0, 64.0, 0.0, 100.0, 36.0, 94.0, 87.0, 48.0, 100.0, 0
77.0, 83.0, 74.0, 100.0, 97.0, 81.0, 70.0, 56.0, 100.0, 35.0, 86.0, 10.0, 43.0, 0.0, 0.0, 7.0, 3
72.0, 64.0, 54.0, 100.0, 24.0, 73.0, 54.0, 36.0, 45.0, 0.0, 0.0, 19.0, 41.0, 53.0, 100.0, 80.0, 8
35.0, 84.0, 0.0, 65.0, 4.0, 21.0, 49.0, 0.0, 95.0, 24.0, 100.0, 67.0, 64.0, 100.0, 5.0, 95.0, 0
0.0, 62.0, 47.0, 79.0, 92.0, 100.0, 100.0, 92.0, 98.0, 68.0, 96.0, 45.0, 92.0, 21.0, 92.0, 0.0, 1
26.0, 86.0, 20.0, 43.0, 37.0, 0.0, 87.0, 12.0, 100.0, 56.0, 74.0, 95.0, 22.0, 100.0, 0.0, 60.0, 0
23.0, 98.0, 53.0, 100.0, 57.0, 63.0, 29.0, 35.0, 0.0, 9.0, 25.0, 0.0, 62.0, 3.0, 100.0, 3.0, 2
30.0, 68.0, 63.0, 39.0, 77.0, 0.0, 0.0, 6.0, 44.0, 41.0, 100.0, 75.0, 63.0, 100.0, 9.0, 69.0, 8
0.0, 89.0, 34.0, 100.0, 61.0, 85.0, 52.0, 60.0, 66.0, 37.0, 100.0, 21.0, 86.0, 4.0, 44.0, 0.0, 3
85.0, 100.0, 19.0, 76.0, 100.0, 62.0, 47.0, 97.0, 26.0, 50.0, 0.0, 18.0, 81.0, 0.0, 48.0, 43.0, 8
100.0, 94.0, 73.0, 100.0, 40.0, 74.0, 13.0, 46.0, 0.0, 12.0, 38.0, 0.0, 67.0, 22.0, 20.0, 28.0, 6
0.0, 75.0, 28.0, 100.0, 66.0, 71.0, 55.0, 34.0, 5.0, 12.0, 22.0, 11.0, 80.0, 0.0, 100.0, 32.0, 2
59.0, 100.0, 20.0, 79.0, 0.0, 50.0, 2.0, 20.0, 43.0, 0.0, 100.0, 7.0, 69.0, 22.0, 12.0, 12.0, 6
45.0, 100.0, 18.0, 74.0, 0.0, 44.0, 59.0, 35.0, 100.0, 52.0, 95.0, 62.0, 75.0, 32.0, 70.0, 0.0, 4
0.0, 58.0, 44.0, 39.0, 75.0, 9.0, 55.0, 0.0, 25.0, 30.0, 15.0, 63.0, 49.0, 90.0, 100.0, 100.0, 5
19.0, 56.0, 16.0, 68.0, 61.0, 86.0, 100.0, 100.0, 71.0, 75.0, 42.0, 51.0, 16.0, 26.0, 0.0, 0.0, 1
0.0, 81.0, 38.0, 100.0, 71.0, 82.0, 54.0, 41.0, 33.0, 0.0, 26.0, 14.0, 43.0, 46.0, 100.0, 55.0, 7
67.0, 79.0, 33.0, 62.0, 100.0, 30.0, 71.0, 0.0, 43.0, 32.0, 87.0, 68.0, 93.0, 100.0, 0.0, 79.0, 8
61.0, 85.0, 74.0, 100.0, 92.0, 77.0, 65.0, 54.0, 91.0, 38.0, 100.0, 14.0, 54.0, 0.0, 0.0, 4.0, 3
49.0, 85.0, 49.0, 61.0, 71.0, 25.0, 27.0, 0.0, 8.0, 37.0, 0.0, 79.0, 42.0, 99.0, 100.0, 100.0, 5
5.0, 72.0, 32.0, 100.0, 83.0, 92.0, 73.0, 60.0, 44.0, 30.0, 0.0, 6.0, 39.0, 12.0, 100.0, 0.0, 2
0.0, 50.0, 42.0, 71.0, 81.0, 95.0, 100.0, 100.0, 74.0, 75.0, 52.0, 50.0, 39.0, 25.0, 39.0, 0.0, 1
7.0, 86.0, 22.0, 63.0, 95.0, 54.0, 100.0, 9.0, 30.0, 0.0, 1.0, 46.0, 0.0, 93.0, 75.0, 100.0, 5
9.0, 70.0, 41.0, 100.0, 100.0, 85.0, 68.0, 42.0, 27.0, 2.0, 75.0, 0.0, 45.0, 42.0, 0.0, 80.0, 8
32.0, 83.0, 12.0, 92.0, 5.0, 41.0, 38.0, 0.0, 100.0, 28.0, 98.0, 76.0, 36.0, 100.0, 0.0, 60.0, 0
91.0, 73.0, 55.0, 100.0, 0.0, 73.0, 49.0, 37.0, 83.0, 0.0, 17.0, 7.0, 56.0, 44.0, 100.0, 77.0, 8
85.0, 82.0, 16.0, 71.0, 21.0, 100.0, 78.0, 100.0, 88.0, 64.0, 100.0, 28.0, 70.0, 0.0, 0.0, 13.0, 9
31.0, 96.0, 0.0, 55.0, 57.0, 54.0, 64.0, 6.0, 20.0, 0.0, 22.0, 61.0, 39.0, 99.0, 100.0, 100.0, 5
56.0, 94.0, 21.0, 74.0, 100.0, 89.0, 29.0, 100.0, 0.0, 63.0, 2.0, 0.0, 74.0, 21.0, 20.0, 66.0, 8
7.0, 69.0, 17.0, 100.0, 30.0, 70.0, 20.0, 33.0, 0.0, 2.0, 25.0, 0.0, 62.0, 2.0, 100.0, 7.0, 2
100.0, 100.0, 52.0, 87.0, 17.0, 60.0, 0.0, 29.0, 17.0, 0.0, 71.0, 4.0, 58.0, 29.0, 0.0, 30.0, 6
13.0, 69.0, 78.0, 100.0, 100.0, 73.0, 59.0, 36.0, 11.0, 0.0, 87.0, 11.0, 87.0, 45.0, 0.0, 69.0, 8
40.0, 82.0, 0.0, 48.0, 8.0, 0.0, 65.0, 5.0, 100.0, 45.0, 99.0, 93.0, 45.0, 100.0, 5.0, 64.0, 0
19.0, 82.0, 2.0, 66.0, 0.0, 23.0, 33.0, 0.0, 78.0, 14.0, 100.0, 50.0, 77.0, 86.0, 33.0, 100.0, 0
0.0, 81.0, 28.0, 100.0, 44.0, 64.0, 43.0, 24.0, 37.0, 0.0, 5.0, 29.0, 51.0, 40.0, 100.0, 47.0, 7
22.0, 99.0, 0.0, 54.0, 50.0, 55.0, 56.0, 0.0, 14.0, 2.0, 22.0, 66.0, 48.0, 100.0, 100.0, 96.0, 5
22.0, 91.0, 10.0, 52.0, 63.0, 40.0, 53.0, 0.0, 0.0, 15.0, 11.0, 62.0, 42.0, 98.0, 100.0, 100.0, 5
0.0, 87.0, 64.0, 100.0, 100.0, 81.0, 74.0, 48.0, 41.0, 16.0, 3.0, 0.0, 9.0, 27.0, 78.0, 36.0, 7
37.0, 100.0, 28.0, 83.0, 10.0, 47.0, 16.0, 11.0, 66.0, 0.0, 100.0, 23.0, 51.0, 35.0, 0.0, 23.0, 6
100.0, 100.0, 62.0, 98.0, 28.0, 83.0, 48.0, 57.0, 78.0, 35.0, 67.0, 11.0, 29.0, 4.0, 0.0, 0.0, 5
72.0, 100.0, 22.0, 84.0, 0.0, 54.0, 5.0, 21.0, 50.0, 0.0, 100.0, 15.0, 75.0, 42.0, 21.0, 34.0, 6
96.0, 65.0, 63.0, 100.0, 0.0, 80.0, 35.0, 48.0, 87.0, 74.0, 100.0, 39.0, 75.0, 0.0, 0.0, 2.0, 9
0.0, 84.0, 43.0, 100.0, 55.0, 78.0, 26.0, 51.0, 70.0, 45.0, 100.0, 20.0, 66.0, 0.0, 14.0, 1.0, 3
22.0, 98.0, 2.0, 66.0, 0.0, 17.0, 43.0, 0.0, 85.0, 26.0, 100.0, 73.0, 61.0, 100.0, 12.0, 86.0, 0
0.0, 100.0, 3.0, 44.0, 33.0, 0.0, 75.0, 2.0, 100.0, 48.0, 74.0, 95.0, 32.0, 98.0, 12.0, 48.0, 0
25.0, 80.0, 75.0, 100.0, 92.0, 69.0, 72.0, 35.0, 52.0, 0.0, 100.0, 18.0, 61.0, 48.0, 0.0, 65.0, 8
47.0, 88.0, 98.0, 100.0, 81.0, 93.0, 31.0, 76.0, 61.0, 54.0, 100.0, 31.0, 56.0, 7.0, 0.0, 0.0, 5
38.0, 100.0, 0.0, 76.0, 0.0, 47.0, 77.0, 47.0, 100.0, 71.0, 79.0, 64.0, 64.0, 32.0, 56.0, 0.0, 4
0.0, 89.0, 39.0, 98.0, 87.0, 100.0, 85.0, 63.0, 77.0, 23.0, 72.0, 0.0, 53.0, 35.0, 100.0, 41.0, 7
100.0, 100.0, 57.0, 91.0, 22.0, 66.0, 0.0, 36.0, 10.0, 5.0, 56.0, 0.0, 65.0, 31.0, 27.0, 51.0, 6
0.0, 71.0, 71.0, 94.0, 89.0, 100.0, 76.0, 74.0, 73.0, 49.0, 78.0, 23.0, 84.0, 3.0, 100.0, 0.0, 1
60.0, 100.0, 15.0, 85.0, 0.0, 50.0, 10.0, 17.0, 57.0, 0.0, 100.0, 18.0, 69.0, 43.0, 20.0, 31.0, 6
27.0, 100.0, 16.0, 71.0, 0.0, 36.0, 27.0, 21.0, 100.0, 25.0, 91.0, 49.0, 54.0, 34.0, 56.0, 0.0, 4
22.0, 75.0, 58.0, 41.0, 38.0, 0.0, 0.0, 8.0, 55.0, 39.0, 100.0, 74.0, 60.0, 100.0, 7.0, 76.0, 8
0.0, 66.0, 24.0, 96.0, 56.0, 100.0, 45.0, 63.0, 24.0, 30.0, 15.0, 0.0, 57.0, 4.0, 100.0, 7.0, 2
83.0, 71.0, 75.0, 100.0, 31.0, 85.0, 72.0, 74.0, 100.0, 62.0, 86.0, 26.0, 51.0, 0.0, 0.0, 5.0, 9
34.0, 84.0, 42.0, 100.0, 19.0, 65.0, 0.0, 31.0, 56.0, 40.0, 100.0, 55.0, 87.0, 38.0, 85.0, 0.0, 4
31.0, 100.0, 32.0, 94.0, 1.0, 56.0, 0.0, 13.0, 53.0, 0.0, 100.0, 21.0, 56.0, 37.0, 5.0, 18.0, 6
0.0, 67.0, 45.0, 80.0, 100.0, 100.0, 50.0, 85.0, 32.0, 64.0, 23.0, 42.0, 18.0, 21.0, 14.0, 0.0, 1
40.0, 100.0, 7.0, 58.0, 51.0, 41.0, 13.0, 0.0, 0.0, 25.0, 5.0, 75.0, 35.0, 98.0, 100.0, 98.0, 5
95.0, 100.0, 56.0, 93.0, 18.0, 62.0, 0.0, 27.0, 37.0, 0.0, 100.0, 8.0, 74.0, 32.0, 15.0, 16.0, 6
43.0, 89.0, 79.0, 64.0, 79.0, 100.0, 32.0, 77.0, 88.0, 78.0, 100.0, 36.0, 69.0, 0.0, 0.0, 3.0, 9
9.0, 77.0, 0.0, 28.0, 33.0, 0.0, 74.0, 16.0, 100.0, 56.0, 77.0, 95.0, 33.0, 100.0, 1.0, 68.0, 0
0.0, 100.0, 16.0, 66.0, 45.0, 34.0, 66.0, 0.0, 39.0, 28.0, 18.0, 62.0, 40.0, 94.0, 100.0, 99.0, 5
13.0, 96.0, 55.0, 100.0, 100.0, 74.0, 65.0, 37.0, 27.0, 0.0, 0.0, 23.0, 4.0, 51.0, 96.0, 55.0, 7
26.0, 75.0, 59.0, 41.0, 65.0, 3.0, 0.0, 0.0, 14.0, 36.0, 63.0, 66.0, 100.0, 100.0, 36.0, 90.0, 8
61.0, 95.0, 20.0, 91.0, 0.0, 42.0, 25.0, 0.0, 79.0, 12.0, 100.0, 58.0, 67.0, 100.0, 20.0, 99.0, 0
0.0, 94.0, 30.0, 100.0, 66.0, 78.0, 33.0, 52.0, 88.0, 46.0, 100.0, 17.0, 52.0, 0.0, 8.0, 11.0, 3
0.0, 60.0, 37.0, 78.0, 79.0, 96.0, 100.0, 100.0, 79.0, 75.0, 59.0, 50.0, 40.0, 25.0, 22.0, 0.0, 1
73.0, 100.0, 23.0, 83.0, 3.0, 53.0, 0.0, 22.0, 42.0, 0.0, 100.0, 14.0, 53.0, 32.0, 9.0, 13.0, 6
0.0, 27.0, 32.0, 51.0, 66.0, 75.0, 99.0, 100.0, 100.0, 87.0, 79.0, 58.0, 57.0, 29.0, 40.0, 0.0, 1
0.0, 87.0, 46.0, 100.0, 100.0, 98.0, 76.0, 77.0, 45.0, 58.0, 67.0, 37.0, 55.0, 15.0, 12.0, 0.0, 3
55.0, 100.0, 21.0, 73.0, 7.0, 42.0, 17.0, 10.0, 66.0, 0.0, 100.0, 24.0, 55.0, 40.0, 0.0, 32.0, 6
26.0, 100.0, 85.0, 99.0, 89.0, 65.0, 59.0, 31.0, 37.0, 0.0, 0.0, 31.0, 23.0, 48.0, 100.0, 49.0, 7
62.0, 99.0, 0.0, 92.0, 32.0, 50.0, 100.0, 24.0, 67.0, 0.0, 1.0, 19.0, 38.0, 64.0, 48.0, 100.0, 8
44.0, 100.0, 29.0, 67.0, 0.0, 31.0, 32.0, 15.0, 100.0, 16.0, 99.0, 52.0, 89.0, 40.0, 82.0, 0.0, 4
34.0, 100.0, 9.0, 76.0, 0.0, 50.0, 51.0, 35.0, 100.0, 52.0, 89.0, 51.0, 86.0, 24.0, 85.0, 0.0, 4
45.0, 80.0, 69.0, 100.0, 85.0, 75.0, 57.0, 53.0, 100.0, 45.0, 81.0, 14.0, 33.0, 0.0, 0.0, 14.0, 3
34.0, 68.0, 63.0, 100.0, 65.0, 65.0, 36.0, 29.0, 0.0, 0.0, 6.0, 9.0, 52.0, 16.0, 100.0, 7.0, 2
8.0, 44.0, 30.0, 84.0, 100.0, 100.0, 97.0, 59.0, 66.0, 19.0, 67.0, 0.0, 61.0, 38.0, 0.0, 69.0, 8
15.0, 79.0, 50.0, 100.0, 74.0, 78.0, 39.0, 52.0, 82.0, 42.0, 100.0, 14.0, 54.0, 0.0, 0.0, 4.0, 3
8.0, 100.0, 0.0, 57.0, 22.0, 9.0, 72.0, 0.0, 100.0, 43.0, 78.0, 94.0, 32.0, 95.0, 7.0, 48.0, 0
52.0, 98.0, 100.0, 100.0, 100.0, 80.0, 63.0, 61.0, 93.0, 40.0, 96.0, 16.0, 51.0, 3.0, 0.0, 0.0, 3
89.0, 94.0, 56.0, 100.0, 15.0, 83.0, 34.0, 56.0, 89.0, 54.0, 100.0, 19.0, 55.0, 0.0, 0.0, 10.0, 5
55.0, 100.0, 22.0, 90.0, 0.0, 54.0, 12.0, 16.0, 58.0, 4.0, 100.0, 20.0, 56.0, 25.0, 18.0, 0.0, 6
100.0, 100.0, 46.0, 95.0, 51.0, 59.0, 75.0, 25.0, 30.0, 0.0, 0.0, 17.0, 43.0, 46.0, 83.0, 78.0, 8
51.0, 78.0, 81.0, 100.0, 86.0, 65.0, 53.0, 31.0, 10.0, 8.0, 0.0, 19.0, 50.0, 10.0, 100.0, 0.0, 2
0.0, 100.0, 13.0, 72.0, 87.0, 78.0, 58.0, 97.0, 49.0, 80.0, 100.0, 58.0, 70.0, 29.0, 47.0, 0.0, 9
4.0, 100.0, 18.0, 98.0, 0.0, 58.0, 43.0, 38.0, 100.0, 48.0, 97.0, 79.0, 80.0, 41.0, 77.0, 0.0, 4
69.0, 98.0, 22.0, 93.0, 46.0, 71.0, 57.0, 100.0, 85.0, 65.0, 100.0, 22.0, 56.0, 0.0, 0.0, 5.0, 9
100.0, 100.0, 55.0, 79.0, 19.0, 53.0, 0.0, 25.0, 26.0, 0.0, 89.0, 8.0, 75.0, 34.0, 7.0, 37.0, 6
31.0, 100.0, 0.0, 69.0, 31.0, 48.0, 100.0, 52.0, 100.0, 91.0, 84.0, 79.0, 72.0, 39.0, 59.0, 0.0, 4
54.0, 89.0, 100.0, 100.0, 71.0, 91.0, 42.0, 64.0, 63.0, 50.0, 83.0, 27.0, 49.0, 2.0, 0.0, 0.0, 5
13.0, 100.0, 0.0, 43.0, 25.0, 0.0, 67.0, 0.0, 100.0, 34.0, 95.0, 87.0, 55.0, 100.0, 15.0, 92.0, 0
0.0, 82.0, 24.0, 100.0, 53.0, 87.0, 57.0, 59.0, 47.0, 33.0, 32.0, 7.0, 62.0, 0.0, 100.0, 1.0, 2
25.0, 93.0, 0.0, 55.0, 22.0, 0.0, 76.0, 5.0, 100.0, 59.0, 61.0, 100.0, 15.0, 67.0, 11.0, 7.0, 0
31.0, 74.0, 71.0, 100.0, 74.0, 79.0, 62.0, 35.0, 44.0, 0.0, 0.0, 4.0, 50.0, 4.0, 100.0, 7.0, 1
30.0, 97.0, 93.0, 100.0, 100.0, 99.0, 34.0, 93.0, 1.0, 59.0, 62.0, 43.0, 53.0, 0.0, 0.0, 13.0, 5
93.0, 67.0, 83.0, 100.0, 35.0, 88.0, 71.0, 85.0, 100.0, 93.0, 72.0, 59.0, 39.0, 28.0, 0.0, 0.0, 9
14.0, 100.0, 75.0, 97.0, 74.0, 99.0, 21.0, 80.0, 42.0, 52.0, 100.0, 24.0, 51.0, 0.0, 0.0, 23.0, 5
52.0, 80.0, 82.0, 100.0, 89.0, 72.0, 52.0, 47.0, 98.0, 33.0, 100.0, 9.0, 50.0, 1.0, 0.0, 0.0, 3
100.0, 100.0, 60.0, 94.0, 33.0, 62.0, 22.0, 29.0, 47.0, 0.0, 98.0, 12.0, 58.0, 35.0, 0.0, 27.0, 6
55.0, 95.0, 0.0, 100.0, 26.0, 67.0, 64.0, 33.0, 50.0, 0.0, 16.0, 29.0, 47.0, 63.0, 100.0, 90.0, 8
48.0, 98.0, 16.0, 69.0, 0.0, 32.0, 29.0, 0.0, 84.0, 22.0, 100.0, 60.0, 86.0, 98.0, 24.0, 100.0, 0
47.0, 85.0, 41.0, 100.0, 77.0, 82.0, 61.0, 53.0, 100.0, 36.0, 93.0, 10.0, 43.0, 0.0, 0.0, 10.0, 3
18.0, 88.0, 47.0, 100.0, 47.0, 71.0, 21.0, 47.0, 0.0, 21.0, 22.0, 1.0, 61.0, 0.0, 100.0, 3.0, 2
100.0, 100.0, 53.0, 80.0, 22.0, 50.0, 5.0, 16.0, 46.0, 0.0, 92.0, 19.0, 51.0, 33.0, 0.0, 19.0, 6
5.0, 87.0, 50.0, 100.0, 100.0, 98.0, 73.0, 75.0, 36.0, 56.0, 65.0, 36.0, 44.0, 15.0, 0.0, 0.0, 3
92.0, 77.0, 88.0, 100.0, 46.0, 83.0, 79.0, 69.0, 100.0, 54.0, 97.0, 18.0, 53.0, 0.0, 0.0, 6.0, 9
54.0, 75.0, 36.0, 100.0, 78.0, 94.0, 62.0, 55.0, 25.0, 26.0, 0.0, 11.0, 49.0, 4.0, 100.0, 0.0, 2
100.0, 96.0, 65.0, 98.0, 61.0, 80.0, 99.0, 100.0, 81.0, 66.0, 60.0, 32.0, 34.0, 0.0, 0.0, 0.0, 9
100.0, 100.0, 49.0, 93.0, 17.0, 64.0, 0.0, 31.0, 18.0, 0.0, 71.0, 5.0, 63.0, 32.0, 8.0, 27.0, 6
13.0, 95.0, 62.0, 100.0, 72.0, 61.0, 58.0, 19.0, 37.0, 0.0, 0.0, 31.0, 47.0, 37.0, 100.0, 35.0, 7
39.0, 88.0, 47.0, 100.0, 82.0, 81.0, 59.0, 54.0, 24.0, 32.0, 0.0, 7.0, 48.0, 0.0, 100.0, 1.0, 2
40.0, 80.0, 61.0, 100.0, 77.0, 76.0, 65.0, 54.0, 100.0, 40.0, 86.0, 13.0, 46.0, 0.0, 0.0, 1.0, 3
0.0, 69.0, 26.0, 100.0, 54.0, 67.0, 45.0, 23.0, 5.0, 0.0, 6.0, 0.0, 53.0, 0.0, 100.0, 1.0, 2
53.0, 92.0, 16.0, 64.0, 76.0, 40.0, 39.0, 0.0, 0.0, 7.0, 7.0, 54.0, 23.0, 98.0, 100.0, 100.0, 5
23.0, 100.0, 3.0, 93.0, 0.0, 61.0, 59.0, 43.0, 100.0, 57.0, 76.0, 61.0, 41.0, 32.0, 20.0, 0.0, 4
69.0, 90.0, 33.0, 61.0, 75.0, 16.0, 12.0, 0.0, 0.0, 38.0, 77.0, 59.0, 100.0, 100.0, 20.0, 95.0, 8
56.0, 100.0, 19.0, 71.0, 0.0, 38.0, 45.0, 16.0, 84.0, 39.0, 100.0, 66.0, 69.0, 34.0, 52.0, 0.0, 4
0.0, 92.0, 46.0, 100.0, 100.0, 92.0, 78.0, 51.0, 59.0, 9.0, 38.0, 0.0, 30.0, 28.0, 95.0, 30.0, 7
0.0, 94.0, 46.0, 100.0, 68.0, 80.0, 59.0, 60.0, 93.0, 41.0, 100.0, 15.0, 62.0, 0.0, 14.0, 2.0, 3
0.0, 46.0, 45.0, 56.0, 85.0, 75.0, 100.0, 100.0, 98.0, 71.0, 93.0, 42.0, 80.0, 14.0, 80.0, 0.0, 1
20.0, 100.0, 8.0, 74.0, 0.0, 44.0, 19.0, 23.0, 68.0, 26.0, 100.0, 45.0, 74.0, 29.0, 64.0, 0.0, 4
53.0, 87.0, 14.0, 80.0, 7.0, 29.0, 50.0, 0.0, 100.0, 26.0, 99.0, 76.0, 49.0, 100.0, 0.0, 77.0, 0
